Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2013;;;;;;;;;;;;;;;;;;;;;;;;;;;
France métropolitaine - Communes ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 10/10/2016       Découpage géographique au 01/01/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Sources : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Médiane du niveau vie;Part des ménages fiscaux imposés;Taux de pauvreté-Ensemble;Taux de pauvreté-moins de 30 ans;Taux de pauvreté-30 à 39 ans ;Taux de pauvreté-40 à 49 ans;Taux de pauvreté-50 à 59 ans;Taux de pauvreté-60 à 74 ans;Taux de pauvreté-75 ans ou plus;Taux de pauvreté-propriétaires;Taux de pauvreté-locataires;Part des revenus d'activité;dont part des salaires, traitements ou chômage;dont part des revenus d'activités non salariées;Part des pensions, retraites et rentes;Part des revenus du patrimoine et autres revenus;Part de l'ensemble des prestations sociales;dont part des prestations familiales;dont part des minima sociaux;dont part des prestations logement;Part des impôts;Rapport inter-décile 9e décile/1er decile;1er décile du niveau de vie;9e décile du niveau de vie
CODGEO;LIBGEO;NBMENFISC13;NBPERSMENFISC13;MED13;PIMP13;TP6013;TP60AGE113;TP60AGE213;TP60AGE313;TP60AGE413;TP60AGE513;TP60AGE613;TP60TOL113;TP60TOL213;PRA13;PTSAC13;PBEN13;PPEN13;PPAT13;PPSOC13;PPFAM13;PPMINI13;PPLOGT13;PIMPOT13;RD13;D113;D913
28354;Saint-Maurice-Saint-Germain;149;385,0;20559,4;;;;;;;;;;;;;;;;;;;;;;;
28355;Saint-Ouen-Marchefroy;119;309,0;28152,7;;;;;;;;;;;;;;;;;;;;;;;
28356;Saint-Pellerin;155;350,5;18715,5;;;;;;;;;;;;;;;;;;;;;;;
28357;Saint-Piat;473;1100,5;24930,7;;;;;;;;;;;;;;;;;;;;;;;
28358;Saint-Prest;814;2116,0;26324,0;79,7;;;;;;;;;;77,5;66,1;11,4;28,4;14,6;2,2;1,3;0,6;0,3;-22,7;2,9;15649,7;45947,3
28359;Saint-Rémy-sur-Avre;1526;3915,5;19002,9;53,5;14,2;;;;;;;;29,6;72,2;69,6;2,6;27,9;5,7;6,8;3,8;1,4;1,5;-12,6;2,7;10997,2;29289,3
28360;Saint-Sauveur-Marville;340;922,5;22425,2;;;;;;;;;;;;;;;;;;;;;;;
28361;Bleury-Saint-Symphorien;477;1343,5;24389,4;;;;;;;;;;;;;;;;;;;;;;;
28362;Saint-Victor-de-Buthon;216;526,0;19677,3;;;;;;;;;;;;;;;;;;;;;;;
28363;Sainville;353;976,5;23075,0;;;;;;;;;;;;;;;;;;;;;;;
28364;Sancheville;342;810,5;18615,2;;;;;;;;;;;;;;;;;;;;;;;
28365;Sandarville;158;429,5;22604,3;;;;;;;;;;;;;;;;;;;;;;;
28366;Santeuil;112;316,0;22129,2;;;;;;;;;;;;;;;;;;;;;;;
28367;Santilly;136;335,0;21747,3;;;;;;;;;;;;;;;;;;;;;;;
28368;La Saucelle;70;174,5;19582,7;;;;;;;;;;;;;;;;;;;;;;;
28369;Saulnières;237;712,5;20801,0;;;;;;;;;;;;;;;;;;;;;;;
28370;Saumeray;184;477,0;20420,4;;;;;;;;;;;;;;;;;;;;;;;
28371;Saussay;435;1100,5;21427,9;;;;;;;;;;;;;;;;;;;;;;;
28372;Senantes;226;592,5;25584,8;;;;;;;;;;;;;;;;;;;;;;;
28373;Senonches;1417;2973,5;18408,0;50,6;16,5;;;;;;;;32,2;55,2;49,5;5,7;42,5;10,6;5,3;2,2;1,6;1,5;-13,6;2,9;10438,0;30502,0
28374;Serazereux;189;536,0;21146,7;;;;;;;;;;;;;;;;;;;;;;;
28375;Serville;132;356,5;22231,2;;;;;;;;;;;;;;;;;;;;;;;
28376;Soizé;128;296,0;20169,6;;;;;;;;;;;;;;;;;;;;;;;
28377;Sorel-Moussel;715;1815,0;23518,0;;;;;;;;;;;;;;;;;;;;;;;
28378;Souancé-au-Perche;219;530,5;19142,0;;;;;;;;;;;;;;;;;;;;;;;
28379;Soulaires;178;468,0;22683,5;;;;;;;;;;;;;;;;;;;;;;;
28380;Sours;710;1899,5;23076,0;;;;;;;;;;;;;;;;;;;;;;;
28382;Terminiers;375;934,5;20012,0;;;;;;;;;;;;;;;;;;;;;;;
28383;Theuville;174;446,0;21685,2;;;;;;;;;;;;;;;;;;;;;;;
28385;Le Thieulin;156;419,5;19442,9;;;;;;;;;;;;;;;;;;;;;;;
28386;Thimert-Gâtelles;462;1273,5;20814,0;;;;;;;;;;;;;;;;;;;;;;;
28387;Thiron-Gardais;448;985,0;17729,4;;;;;;;;;;;;;;;;;;;;;;;
28388;Thivars;435;1084,5;24101,1;;;;;;;;;;;;;;;;;;;;;;;
28389;Thiville;155;358,5;20754,0;;;;;;;;;;;;;;;;;;;;;;;
28390;Tillay-le-Péneux;134;343,5;20681,9;;;;;;;;;;;;;;;;;;;;;;;
28391;Toury;1129;2698,5;19667,4;57,7;8,8;;;;;;;;;71,2;64,8;6,4;28,7;10,3;4,9;2,9;0,9;1,1;-15,1;2,5;12604,5;31642,0
28392;Trancrainville;71;169,0;21727,1;;;;;;;;;;;;;;;;;;;;;;;
28393;Tremblay-les-Villages;850;2314,5;21602,6;63,7;;;;;;;;;;85,8;76,6;9,2;17,8;9,2;3,8;2,8;0,5;0,5;-16,6;2,6;13157,2;34340,7
28394;Tréon;512;1356,5;20870,5;;;;;;;;;;;;;;;;;;;;;;;
28395;Trizay-Coutretot-Saint-Serge;177;455,5;21726,2;;;;;;;;;;;;;;;;;;;;;;;
28396;Trizay-lès-Bonneval;123;313,5;20555,7;;;;;;;;;;;;;;;;;;;;;;;
28397;Umpeau;150;414,5;22588,0;;;;;;;;;;;;;;;;;;;;;;;
28398;Unverre;506;1232,5;19386,2;;;;;;;;;;;;;;;;;;;;;;;
28400;Varize;75;189,0;22206,0;;;;;;;;;;;;;;;;;;;;;;;
28401;Vaupillon;200;484,5;21051,3;;;;;;;;;;;;;;;;;;;;;;;
28402;Vérigny;109;306,5;22512,7;;;;;;;;;;;;;;;;;;;;;;;
28403;Ver-lès-Chartres;318;847,5;24768,0;;;;;;;;;;;;;;;;;;;;;;;
28404;Vernouillet;4367;12043,5;17298,0;47,7;21,3;;27,5;26,3;21,7;12,6;;10,3;37,0;67,2;64,8;2,4;29,4;6,6;9,9;4,9;2,6;2,4;-13,1;2,9;9654,2;28152,0
28405;Vert-en-Drouais;427;1130,0;21813,0;;;;;;;;;;;;;;;;;;;;;;;
28406;Viabon;147;376,0;21244,8;;;;;;;;;;;;;;;;;;;;;;;
28407;Vichères;123;328,0;19455,7;;;;;;;;;;;;;;;;;;;;;;;
28408;Vierville;47;126,0;19204,2;;;;;;;;;;;;;;;;;;;;;;;
28409;Vieuvicq;179;471,0;20853,0;;;;;;;;;;;;;;;;;;;;;;;
28410;Villampuy;123;340,0;20802,8;;;;;;;;;;;;;;;;;;;;;;;
28411;Villars;60;172,5;19141,4;;;;;;;;;;;;;;;;;;;;;;;
28412;Villeau;72;177,5;20492,9;;;;;;;;;;;;;;;;;;;;;;;
28414;Villebon;;;;;;;;;;;;;;;;;;;;;;;;;;
28415;Villemeux-sur-Eure;669;1659,0;22232,0;;;;;;;;;;;;;;;;;;;;;;;
28416;Villeneuve-Saint-Nicolas;52;143,0;18854,8;;;;;;;;;;;;;;;;;;;;;;;
28417;Villiers-le-Morhier;527;1387,0;25268,6;;;;;;;;;;;;;;;;;;;;;;;
28418;Villiers-Saint-Orien;73;172,0;22513,2;;;;;;;;;;;;;;;;;;;;;;;
28419;Vitray-en-Beauce;121;362,0;20265,2;;;;;;;;;;;;;;;;;;;;;;;
28421;Voise;109;291,0;20961,0;;;;;;;;;;;;;;;;;;;;;;;
28422;Voves;1311;3144,0;19456,0;57,6;12,5;;;;;;;;24,2;67,4;59,2;8,2;29,9;13,1;5,2;2,9;1,0;1,3;-15,6;2,8;11648,7;32048,3
28423;Yermenonville;236;629,5;26250,0;;;;;;;;;;;;;;;;;;;;;;;
28424;Yèvres;765;1714,5;20084,8;;;;;;;;;;;;;;;;;;;;;;;
28425;Ymeray;237;641,5;22678,8;;;;;;;;;;;;;;;;;;;;;;;
28426;Ymonville;205;509,5;21974,0;;;;;;;;;;;;;;;;;;;;;;;
29001;Argol;413;960,5;18600,0;;;;;;;;;;;;;;;;;;;;;;;
29002;Arzano;554;1317,5;19599,6;;;;;;;;;;;;;;;;;;;;;;;
29003;Audierne;1156;2035,0;18953,5;47,6;12,7;;;;;;;;;36,3;31,4;4,9;58,0;14,0;4,8;1,2;2,1;1,4;-13,1;3,1;11189,0;34384,7
29004;Bannalec;2475;5645,5;19301,0;49,7;10,3;;;;;;;7,4;21,9;65,9;58,5;7,4;31,8;11,3;4,7;2,6;1,0;1,1;-13,7;2,5;12090,7;30306,7
29005;Baye;470;1151,5;21958,7;;;;;;;;;;;;;;;;;;;;;;;
29006;Bénodet;1760;3488,5;24140,0;67,1;8,2;;;;;;;;;50,1;41,7;8,4;47,4;19,7;2,3;1,1;0,6;0,6;-19,5;3,7;12597,3;46374,0
29007;Berrien;435;906,5;18373,9;;;;;;;;;;;;;;;;;;;;;;;
29008;Beuzec-Cap-Sizun;453;1035,5;19848,7;;;;;;;;;;;;;;;;;;;;;;;
29010;Bodilis;528;1375,0;19797,4;;;;;;;;;;;;;;;;;;;;;;;
29011;Bohars;1216;3221,5;26041,5;76,3;;;;;;;;;;72,3;64,2;8,1;31,8;13,5;2,7;1,8;0,4;0,5;-20,3;2,8;15386,7;43664,0
29012;Bolazec;96;196,0;17298,8;;;;;;;;;;;;;;;;;;;;;;;
29013;Botmeur;105;198,0;17552,5;;;;;;;;;;;;;;;;;;;;;;;
29014;Botsorhel;192;428,5;17933,0;;;;;;;;;;;;;;;;;;;;;;;
29015;Bourg-Blanc;1290;3413,5;21113,3;60,8;5,9;;;;;;;;;76,9;69,6;7,3;23,7;11,1;4,1;2,9;0,5;0,6;-15,8;2,3;13707,3;32123,6
29016;Brasparts;458;956,5;17787,5;;;;;;;;;;;;;;;;;;;;;;;
29017;Brélès;347;912,5;21271,5;;;;;;;;;;;;;;;;;;;;;;;
29018;Brennilis;218;451,0;17911,9;;;;;;;;;;;;;;;;;;;;;;;
29019;Brest;63215;123317,5;19050,9;53,4;15,9;27,0;19,1;18,5;13,9;7,6;5,5;5,0;29,6;69,7;65,8;3,9;29,4;9,7;7,3;2,3;2,6;2,5;-16,1;3,2;10258,0;33338,0
29020;Briec;2211;5395,5;19311,0;49,0;10,4;;;;;;;5,7;24,4;71,2;65,0;6,2;25,2;10,8;6,4;3,3;1,6;1,5;-13,6;2,6;12030,0;30831,9
29021;Brignogan-Plages;432;822,0;20311,5;;;;;;;;;;;;;;;;;;;;;;;
29022;Camaret-sur-Mer;1314;2549,0;19960,8;53,0;8,4;;;;;;;;;46,0;40,1;5,9;50,2;14,3;3,7;1,7;1,1;1,0;-14,2;2,7;12752,0;34879,0
29023;Carantec;1643;3374,5;24710,0;69,0;6,5;;;;;;;;;53,0;42,9;10,1;44,9;21,6;2,2;1,0;0,6;0,6;-21,7;3,6;13671,2;49134,0
29024;Carhaix-Plouguer;3574;6921,5;19312,0;51,9;14,7;;;22,3;14,5;;;7,9;29,3;55,4;49,0;6,4;41,1;11,9;6,1;2,0;2,3;1,9;-14,5;3,0;10744,0;32074,0
29025;Cast;679;1637,0;18971,9;;;;;;;;;;;;;;;;;;;;;;;
29026;Châteaulin;2213;4883,5;19282,8;52,3;12,1;;;15,2;;;;;21,5;66,3;60,6;5,7;30,8;12,2;6,1;2,6;1,8;1,7;-15,4;2,7;11462,0;31422,7
29027;Châteauneuf-du-Faou;1681;3563,5;18823,0;47,7;11,2;;;;;;;;24,3;59,9;52,8;7,1;36,4;12,3;5,0;2,4;1,4;1,2;-13,6;2,6;11854,7;31245,0
29028;Cléden-Cap-Sizun;452;901,0;18200,0;;;;;;;;;;;;;;;;;;;;;;;
29029;Cléden-Poher;512;1142,5;19172,8;;;;;;;;;;;;;;;;;;;;;;;
29030;Cléder;1682;3789,5;19401,6;49,8;11,7;;;;;;;8,5;;64,2;52,9;11,3;33,2;12,0;4,6;2,4;1,2;1,0;-14,0;2,8;11596,7;32354,0
29031;Clohars-Carnoët;2103;4530,5;21890,7;60,5;7,6;;;;;;;;;56,0;48,7;7,3;43,3;14,6;3,0;1,4;0,9;0,6;-16,9;3,0;12841,9;37950,8
29032;Clohars-Fouesnant;882;2124,0;21838,0;65,2;;;;;;;;;;63,9;57,6;6,3;35,3;15,1;3,1;1,9;0,7;0,6;-17,4;2,9;13470,4;39505,3
29033;Le Cloître-Pleyben;237;534,5;18548,7;;;;;;;;;;;;;;;;;;;;;;;
29034;Le Cloître-Saint-Thégonnec;268;647,0;18461,4;;;;;;;;;;;;;;;;;;;;;;;
29035;Coat-Méal;375;1065,5;20812,0;;;;;;;;;;;;;;;;;;;;;;;
29036;Collorec;296;602,5;17182,0;;;;;;;;;;;;;;;;;;;;;;;
29037;Combrit;1756;4001,5;22840,6;62,9;6,8;;;;;;;;;61,8;54,8;7,0;37,8;15,2;2,8;1,6;0,6;0,6;-17,6;3,0;13412,5;40908,0
29038;Commana;442;993,5;17095,0;;;;;;;;;;;;;;;;;;;;;;;
29039;Concarneau;9711;19370,0;20109,0;56,4;11,5;;16,8;14,9;14,3;5,1;;5,8;23,5;57,2;51,5;5,7;40,8;14,0;4,6;1,6;1,6;1,4;-16,6;3,1;11532,0;35628,4
29040;Le Conquet;1257;2750,5;22916,7;63,2;7,3;;;;;;;;;55,0;48,2;6,8;43,2;15,6;3,0;1,7;0,7;0,7;-16,8;3,1;12885,0;40027,3
29041;Coray;806;1859,0;18934,6;;;;;;;;;;;;;;;;;;;;;;;
29042;Crozon;3779;7852,5;20248,3;56,7;11,2;;;15,0;;;;8,0;21,1;53,0;47,0;6,0;45,0;13,7;3,6;1,8;1,0;0,9;-15,3;3,0;11694,0;35222,7
29043;Daoulas;711;1742,0;22823,8;;;;;;;;;;;;;;;;;;;;;;;
29044;Dinéault;594;1382,0;19125,3;;;;;;;;;;;;;;;;;;;;;;;
29045;Dirinon;891;2340,5;22655,0;64,2;;;;;;;;;;75,3;68,1;7,2;26,2;11,3;3,4;2,3;0,5;0,5;-16,2;2,4;14170,7;34640,0
29046;Douarnenez;7389;14158,5;19473,3;51,8;12,2;;19,5;17,4;13,1;;;6,3;25,8;54,7;49,5;5,2;41,9;13,3;5,0;1,6;1,8;1,6;-14,9;2,9;11315,3;33118,5
29047;Le Drennec;702;1877,0;20697,0;;;;;;;;;;;;;;;;;;;;;;;
29048;Edern;882;2217,5;20040,0;51,1;;;;;;;;;;76,2;68,6;7,6;22,7;10,3;4,6;3,0;0,8;0,8;-13,8;2,5;12475,3;30611,7
29049;Elliant;1325;3204,5;19534,7;52,5;7,8;;;;;;;;;74,2;66,4;7,8;23,9;11,1;5,0;2,7;1,2;1,1;-14,2;2,4;12683,3;30062,8
29051;Ergué-Gabéric;3228;7944,5;21990,0;67,1;6,7;;;;;;;5,0;20,6;71,0;66,2;4,8;30,8;10,4;3,9;2,2;0,8;0,9;-16,1;2,5;13742,4;34059,6
29052;Esquibien;780;1600,5;20551,3;;;;;;;;;;;;;;;;;;;;;;;
29053;Le Faou;799;1728,5;20433,8;;;;;;;;;;;;;;;;;;;;;;;
29054;La Feuillée;292;590,5;16769,2;;;;;;;;;;;;;;;;;;;;;;;
29055;Le Folgoët;1327;3250,5;20588,0;55,6;6,5;;;;;;;;;65,4;60,5;4,9;34,1;10,7;4,0;2,3;0,9;0,8;-14,2;2,5;13197,5;32640,8
29056;La Forest-Landerneau;708;1845,5;23078,4;;;;;;;;;;;;;;;;;;;;;;;
29057;La Forêt-Fouesnant;1521;3432,0;23096,2;66,5;7,3;;;;;;;;;58,7;50,1;8,6;38,4;20,0;2,5;1,3;0,7;0,5;-19,6;3,5;13185,2;45941,0
29058;Fouesnant;4577;9986,5;22809,2;67,2;7,6;;;9,7;;;;5,4;14,9;60,1;52,4;7,7;40,6;15,8;2,5;1,3;0,6;0,6;-19,0;3,1;13200,9;41152,0
29059;Garlan;403;1033,0;20633,0;;;;;;;;;;;;;;;;;;;;;;;
29060;Gouesnach;1143;2806,0;22363,3;65,1;;;;;;;;;;69,5;62,1;7,4;32,0;12,7;3,0;1,9;0,5;0,6;-17,2;2,7;13717,3;37662,0
29061;Gouesnou;2439;6177,0;23072,8;67,8;5,4;;;;;;;;;74,4;68,1;6,3;27,6;13,3;3,4;2,0;0,7;0,8;-18,7;2,7;14322,0;38368,0
29062;Gouézec;477;1092,0;19519,6;;;;;;;;;;;;;;;;;;;;;;;
29063;Goulien;190;398,5;19309,0;;;;;;;;;;;;;;;;;;;;;;;
29064;Goulven;197;455,0;19106,2;;;;;;;;;;;;;;;;;;;;;;;
29065;Gourlizon;393;923,5;20460,7;;;;;;;;;;;;;;;;;;;;;;;
29066;Guengat;704;1778,0;21186,5;;;;;;;;;;;;;;;;;;;;;;;
29067;Guerlesquin;609;1301,5;18913,3;;;;;;;;;;;;;;;;;;;;;;;
29068;Guiclan;966;2455,0;19319,4;49,6;8,3;;;;;;;;;76,9;63,7;13,2;21,2;11,4;5,1;3,5;0,9;0,8;-14,6;2,3;12889,0;29854,4
29069;Guilers;3008;7788,0;21718,4;64,6;5,3;;;;;;;;17,7;69,3;65,0;4,3;32,8;9,7;4,1;2,5;0,7;0,9;-15,9;2,4;13933,3;33501,4
29070;Guiler-sur-Goyen;222;525,5;18416,2;;;;;;;;;;;;;;;;;;;;;;;
29071;Guilligomarc'h;316;769,0;18353,9;;;;;;;;;;;;;;;;;;;;;;;
29072;Guilvinec;1570;2894,0;19545,7;53,2;11,0;;;;;;;;26,0;45,1;40,1;5,0;52,8;12,2;3,8;1,3;1,3;1,2;-13,9;2,8;11717,0;32878,7
29073;Guimaëc;450;977,5;20101,1;;;;;;;;;;;;;;;;;;;;;;;
29074;Guimiliau;406;1007,5;18568,8;;;;;;;;;;;;;;;;;;;;;;;
29075;Guipavas;5580;14109,5;22074,0;66,2;5,7;;;7,0;;;;5,0;14,9;74,7;67,3;7,4;28,4;11,4;3,6;2,2;0,6;0,8;-18,1;2,7;13843,8;36895,3
29076;Guipronvel;293;795,0;21204,3;;;;;;;;;;;;;;;;;;;;;;;
29077;Guissény;918;2068,0;20014,5;51,0;10,6;;;;;;;;;61,5;53,0;8,5;38,3;10,0;4,1;2,3;0,9;1,0;-13,9;2,6;11991,0;31545,0
29078;Hanvec;822;2025,0;21006,0;57,1;;;;;;;;;;72,2;63,9;8,3;28,3;10,5;3,6;2,5;0,5;0,6;-14,6;2,6;13371,9;34576,8
29079;Henvic;581;1326,5;20299,5;;;;;;;;;;;;;;;;;;;;;;;
29080;Hôpital-Camfrout;932;2250,0;22532,9;62,2;;;;;;;;;;69,2;64,5;4,7;33,9;8,8;3,5;2,4;0,5;0,6;-15,4;2,4;14552,0;35369,7
29081;Huelgoat;744;1349,5;18727,2;;;;;;;;;;;;;;;;;;;;;;;
29082;Île-de-Batz;245;474,5;20147,5;;;;;;;;;;;;;;;;;;;;;;;
29085;Île-Tudy;383;726,5;22894,8;;;;;;;;;;;;;;;;;;;;;;;
29086;Irvillac;564;1498,5;21288,1;;;;;;;;;;;;;;;;;;;;;;;
29087;Le Juch;295;713,0;20300,6;;;;;;;;;;;;;;;;;;;;;;;
29089;Kergloff;369;903,5;20094,4;;;;;;;;;;;;;;;;;;;;;;;
29090;Kerlaz;346;855,0;21097,2;;;;;;;;;;;;;;;;;;;;;;;
29091;Kerlouan;1062;2243,5;20292,7;51,3;9,6;;;;;;;;;51,8;45,4;6,4;45,5;12,2;3,7;1,8;1,1;0,8;-13,2;2,6;12367,3;31589,5
29093;Kernilis;529;1447,0;19401,3;;;;;;;;;;;;;;;;;;;;;;;
29094;Kernouës;279;726,5;20288,7;;;;;;;;;;;;;;;;;;;;;;;
29095;Kersaint-Plabennec;506;1401,5;21296,7;;;;;;;;;;;;;;;;;;;;;;;
29097;Lampaul-Guimiliau;838;2073,0;20286,4;57,9;11,2;;;;;;;;;68,5;62,0;6,5;29,7;11,1;4,8;2,7;1,1;1,0;-14,1;2,8;11738,3;32698,7
29098;Lampaul-Plouarzel;995;2199,5;21065,3;56,6;;;;;;;;;;58,4;54,5;3,9;41,3;11,2;3,8;2,5;0,7;0,7;-14,7;2,6;13364,7;34296,0
29099;Lampaul-Ploudalmézeau;316;841,5;20018,1;;;;;;;;;;;;;;;;;;;;;;;
29100;Lanarvily;162;431,5;21170,0;;;;;;;;;;;;;;;;;;;;;;;
29101;Landéda;1568;3676,5;22760,0;62,5;8,3;;;;;;;;;69,7;59,4;10,3;32,0;13,1;3,3;2,0;0,7;0,7;-18,1;3,0;12973,9;39206,5
29102;Landeleau;439;930,5;18101,7;;;;;;;;;;;;;;;;;;;;;;;
29103;Landerneau;6817;15005,0;20366,1;56,9;9,1;;9,1;10,9;9,9;;;5,0;20,2;71,6;66,3;5,3;29,4;10,3;4,9;2,4;1,2;1,3;-16,2;2,7;12415,2;34112,0
29104;Landévennec;153;309,0;19532,7;;;;;;;;;;;;;;;;;;;;;;;
29105;Landivisiau;3965;8992,5;19458,7;52,1;9,9;;;10,8;;;;5,3;20,4;72,2;65,6;6,6;25,9;11,4;6,0;2,7;1,7;1,5;-15,5;2,6;12125,0;31650,5
29106;Landrévarzec;726;1881,0;19747,0;;;;;;;;;;;;;;;;;;;;;;;
29107;Landudal;351;892,0;20477,3;;;;;;;;;;;;;;;;;;;;;;;
29108;Landudec;582;1375,5;19053,8;;;;;;;;;;;;;;;;;;;;;;;
29109;Landunvez;714;1564,5;22161,3;;;;;;;;;;;;;;;;;;;;;;;
29110;Langolen;357;889,5;19888,5;;;;;;;;;;;;;;;;;;;;;;;
29111;Lanhouarneau;515;1310,5;18533,0;;;;;;;;;;;;;;;;;;;;;;;
29112;Lanildut;445;977,0;23180,0;;;;;;;;;;;;;;;;;;;;;;;
29113;Lanmeur;911;2024,0;19973,3;54,4;10,5;;;;;;;;;57,3;49,7;7,6;39,2;11,6;5,5;2,2;2,0;1,3;-13,6;2,6;11848,5;31158,0
29114;Lannéanou;163;357,0;18195,7;;;;;;;;;;;;;;;;;;;;;;;
29115;Lannédern;131;300,0;16796,3;;;;;;;;;;;;;;;;;;;;;;;
29116;Lanneuffret;54;137,0;19012,7;;;;;;;;;;;;;;;;;;;;;;;
29117;Lannilis;2236;5419,5;20062,0;53,8;8,2;;;;;;;5,0;22,9;69,8;62,4;7,4;27,7;12,6;5,1;3,0;1,0;1,2;-15,2;2,6;12598,6;32787,5
29119;Lanrivoaré;552;1474,0;21118,4;;;;;;;;;;;;;;;;;;;;;;;
29120;Lanvéoc;782;1810,0;19177,0;;;;;;;;;;;;;;;;;;;;;;;
29122;Laz;307;687,0;17573,3;;;;;;;;;;;;;;;;;;;;;;;
29123;Lennon;333;807,5;18896,0;;;;;;;;;;;;;;;;;;;;;;;
29124;Lesneven;3125;6869,0;19376,3;49,5;10,8;;;12,4;;;;5,7;24,5;65,6;59,9;5,7;32,3;10,7;5,8;2,7;1,6;1,5;-14,4;2,6;11915,5;30954,8
29125;Leuhan;365;787,0;17758,7;;;;;;;;;;;;;;;;;;;;;;;
29126;Loc-Brévalaire;73;200,0;20216,5;;;;;;;;;;;;;;;;;;;;;;;
29127;Loc-Eguiner-Saint-Thégonnec;144;340,0;16967,3;;;;;;;;;;;;;;;;;;;;;;;
29128;Loc-Eguiner;149;370,0;18364,5;;;;;;;;;;;;;;;;;;;;;;;
29129;Locmaria-Berrien;120;223,5;18543,0;;;;;;;;;;;;;;;;;;;;;;;
29130;Locmaria-Plouzané;1885;5109,5;23634,4;70,6;5,0;;;;;;;;;77,1;71,1;6,0;27,0;10,6;3,0;2,2;0,4;0,4;-17,7;2,6;14757,6;39062,0
29131;Locmélar;188;458,5;19283,6;;;;;;;;;;;;;;;;;;;;;;;
29132;Locquénolé;364;812,5;24038,4;;;;;;;;;;;;;;;;;;;;;;;
29133;Locquirec;693;1400,0;23199,3;;;;;;;;;;;;;;;;;;;;;;;
29134;Locronan;359;840,0;21198,5;;;;;;;;;;;;;;;;;;;;;;;
29135;Loctudy;2005;4130,0;21689,0;62,3;8,3;;;;;;;;;46,2;40,4;5,8;52,2;15,8;2,4;1,2;0,7;0,6;-16,6;3,0;12982,2;39424,0
29136;Locunolé;468;1143,5;19374,0;;;;;;;;;;;;;;;;;;;;;;;
29137;Logonna-Daoulas;907;2193,5;22148,1;61,5;;;;;;;;;;72,4;67,2;5,2;30,7;9,6;3,0;2,1;0,4;0,5;-15,7;2,6;14202,0;36980,0
29139;Lopérec;332;779,5;18980,0;;;;;;;;;;;;;;;;;;;;;;;
29140;Loperhet;1343;3628,0;23285,3;67,8;;;;;;;;;;77,5;70,6;6,9;25,1;11,7;3,2;2,2;0,5;0,5;-17,5;2,7;14305,4;38741,0
29141;Loqueffret;191;376,0;16666,0;;;;;;;;;;;;;;;;;;;;;;;
29142;Lothey;185;452,0;19826,0;;;;;;;;;;;;;;;;;;;;;;;
29143;Mahalon;361;895,0;19408,3;;;;;;;;;;;;;;;;;;;;;;;
29144;La Martyre;289;767,5;19779,3;;;;;;;;;;;;;;;;;;;;;;;
29145;Confort-Meilars;347;909,5;19855,7;;;;;;;;;;;;;;;;;;;;;;;
29146;Melgven;1451;3450,5;20537,0;56,8;7,5;;;;;;;;;65,2;58,9;6,3;33,4;12,0;3,8;2,4;0,6;0,7;-14,4;2,4;13090,0;31484,0
29147;Mellac;1239;3009,5;20947,8;60,3;7,7;;;;;;;;;73,2;67,4;5,8;27,2;10,1;4,3;2,4;1,0;0,9;-14,8;2,5;13061,3;32963,5
29148;Mespaul;373;929,5;19116,7;;;;;;;;;;;;;;;;;;;;;;;
29149;Milizac;1304;3524,0;21634,9;63,3;;;;;;;;;;80,4;69,3;11,1;23,5;8,6;4,0;2,9;0,5;0,6;-16,5;2,4;14037,9;33719,5
29150;Moëlan-sur-Mer;3310;7158,5;21520,4;59,0;8,9;;;;;;;6,2;22,8;50,9;45,2;5,7;47,0;13,9;3,2;1,6;0,9;0,7;-15,0;2,9;12526,9;36031,3
29151;Morlaix;7403;14224,0;18687,4;49,0;17,5;34,7;22,3;20,8;16,9;8,1;;6,5;34,1;65,1;58,7;6,4;32,6;10,3;8,0;2,1;3,3;2,6;-16,0;3,4;9805,7;32895,7
29152;Motreff;294;685,5;19528,7;;;;;;;;;;;;;;;;;;;;;;;
29153;Névez;1391;2883,0;21498,7;57,5;9,8;;;;;;;;;46,2;40,3;5,9;49,6;17,2;2,7;1,3;0,8;0,6;-15,7;3,1;12197,5;38190,0
29155;Ouessant;458;770,5;18149,0;;;;;;;;;;;;;;;;;;;;;;;
29156;Pencran;680;1921,0;22029,0;;;;;;;;;;;;;;;;;;;;;;;
29158;Penmarch;2748;5545,0;19591,9;51,1;11,7;;;;;;;8,5;28,3;49,6;42,8;6,8;48,5;13,1;3,7;1,4;1,3;0,9;-14,9;3,0;11526,0;34307,8
29159;Peumerit;342;783,0;19413,5;;;;;;;;;;;;;;;;;;;;;;;
29160;Plabennec;3222;8172,5;20982,5;58,5;6,6;;;;;;;5,0;18,5;73,6;66,9;6,7;27,0;10,3;4,4;2,7;0,9;0,8;-15,3;2,4;13443,3;32414,3
29161;Pleuven;1164;2785,5;21263,5;61,7;;;;;;;;;;68,8;60,4;8,4;32,2;11,2;3,4;1,9;0,7;0,7;-15,6;2,7;13477,0;35897,3
