Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2013;;;;;;;;;;;;;;;;;;;;;;;;;;;
France métropolitaine - Communes ;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 10/10/2016       Découpage géographique au 01/01/2014;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Sources : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Médiane du niveau vie;Part des ménages fiscaux imposés;Taux de pauvreté-Ensemble;Taux de pauvreté-moins de 30 ans;Taux de pauvreté-30 à 39 ans ;Taux de pauvreté-40 à 49 ans;Taux de pauvreté-50 à 59 ans;Taux de pauvreté-60 à 74 ans;Taux de pauvreté-75 ans ou plus;Taux de pauvreté-propriétaires;Taux de pauvreté-locataires;Part des revenus d'activité;dont part des salaires, traitements ou chômage;dont part des revenus d'activités non salariées;Part des pensions, retraites et rentes;Part des revenus du patrimoine et autres revenus;Part de l'ensemble des prestations sociales;dont part des prestations familiales;dont part des minima sociaux;dont part des prestations logement;Part des impôts;Rapport inter-décile 9e décile/1er decile;1er décile du niveau de vie;9e décile du niveau de vie
CODGEO;LIBGEO;NBMENFISC13;NBPERSMENFISC13;MED13;PIMP13;TP6013;TP60AGE113;TP60AGE213;TP60AGE313;TP60AGE413;TP60AGE513;TP60AGE613;TP60TOL113;TP60TOL213;PRA13;PTSAC13;PBEN13;PPEN13;PPAT13;PPSOC13;PPFAM13;PPMINI13;PPLOGT13;PIMPOT13;RD13;D113;D913
47042;Brugnac;69;173,5;17374,3;;;;;;;;;;;;;;;;;;;;;;;
47043;Buzet-sur-Baïse;552;1280,0;17251,0;;;;;;;;;;;;;;;;;;;;;;;
47044;Cahuzac;130;296,5;19995,3;;;;;;;;;;;;;;;;;;;;;;;
47045;Calignac;190;491,0;20024,4;;;;;;;;;;;;;;;;;;;;;;;
47046;Calonges;227;568,0;18490,5;;;;;;;;;;;;;;;;;;;;;;;
47047;Cambes;68;171,0;20686,3;;;;;;;;;;;;;;;;;;;;;;;
47048;Cancon;583;1267,0;16666,7;;;;;;;;;;;;;;;;;;;;;;;
47049;Casseneuil;956;2198,5;17540,7;44,0;20,1;;;;;;;;37,6;61,1;55,9;5,2;34,7;11,5;6,1;2,6;1,8;1,7;-13,4;3,0;9785,3;29792,0
47050;Cassignas;51;107,0;20959,4;;;;;;;;;;;;;;;;;;;;;;;
47051;Castelculier;970;2365,5;20572,9;60,8;;;;;;;;;;69,9;65,9;4,0;28,6;12,8;4,4;2,3;1,0;1,0;-15,7;2,6;13037,9;33755,3
47052;Casteljaloux;2229;4346,5;18335,3;44,6;15,5;;;;;;;8,3;25,7;49,6;45,4;4,2;44,4;13,2;5,9;1,6;2,3;1,9;-13,1;3,0;10214,0;30696,0
47053;Castella;129;351,0;19721,6;;;;;;;;;;;;;;;;;;;;;;;
47054;Castelmoron-sur-Lot;685;1482,5;17505,2;;;;;;;;;;;;;;;;;;;;;;;
47055;Castelnaud-de-Gratecambe;219;466,0;18951,2;;;;;;;;;;;;;;;;;;;;;;;
47056;Castelnau-sur-Gupie;334;847,0;20985,2;;;;;;;;;;;;;;;;;;;;;;;
47057;Castillonnès;607;1237,0;18256,3;;;;;;;;;;;;;;;;;;;;;;;
47058;Caubeyres;94;200,5;18541,3;;;;;;;;;;;;;;;;;;;;;;;
47059;Caubon-Saint-Sauveur;106;242,5;18839,0;;;;;;;;;;;;;;;;;;;;;;;
47060;Caudecoste;393;1024,5;18099,3;;;;;;;;;;;;;;;;;;;;;;;
47061;Caumont-sur-Garonne;257;641,0;18979,0;;;;;;;;;;;;;;;;;;;;;;;
47062;Cauzac;170;423,5;19116,7;;;;;;;;;;;;;;;;;;;;;;;
47063;Cavarc;68;160,0;15618,3;;;;;;;;;;;;;;;;;;;;;;;
47064;Cazideroque;94;224,5;18623,3;;;;;;;;;;;;;;;;;;;;;;;
47065;Clairac;1034;2335,5;18325,0;46,8;17,8;;;;;;;12,7;29,7;61,5;55,0;6,5;34,8;11,5;5,9;2,3;2,1;1,5;-13,7;3,1;9621,0;30166,7
47066;Clermont-Dessous;308;771,0;19153,1;;;;;;;;;;;;;;;;;;;;;;;
47067;Clermont-Soubiran;151;387,0;18952,7;;;;;;;;;;;;;;;;;;;;;;;
47068;Cocumont;459;1054,5;18113,0;;;;;;;;;;;;;;;;;;;;;;;
47069;Colayrac-Saint-Cirq;1199;2938,0;19538,0;55,4;15,8;;;;;;;12,5;;67,3;61,1;6,2;30,6;13,8;4,9;1,9;1,8;1,2;-16,6;3,4;10196,5;34506,0
47070;Condezaygues;380;872,0;18669,4;;;;;;;;;;;;;;;;;;;;;;;
47071;Coulx;97;229,5;17787,3;;;;;;;;;;;;;;;;;;;;;;;
47072;Courbiac;;;;;;;;;;;;;;;;;;;;;;;;;;
47073;Cours;78;190,0;19281,3;;;;;;;;;;;;;;;;;;;;;;;
47074;Couthures-sur-Garonne;146;321,0;16236,4;;;;;;;;;;;;;;;;;;;;;;;
47075;La Croix-Blanche;373;955,0;21385,7;;;;;;;;;;;;;;;;;;;;;;;
47076;Cuq;111;270,5;21177,2;;;;;;;;;;;;;;;;;;;;;;;
47077;Cuzorn;378;859,5;17977,3;;;;;;;;;;;;;;;;;;;;;;;
47078;Damazan;562;1205,5;17365,0;;;;;;;;;;;;;;;;;;;;;;;
47079;Dausse;202;474,0;18518,5;;;;;;;;;;;;;;;;;;;;;;;
47080;Dévillac;62;149,0;19313,2;;;;;;;;;;;;;;;;;;;;;;;
47081;Dolmayrac;280;686,5;20223,5;;;;;;;;;;;;;;;;;;;;;;;
47082;Dondas;94;210,0;20925,6;;;;;;;;;;;;;;;;;;;;;;;
47083;Doudrac;;;;;;;;;;;;;;;;;;;;;;;;;;
47084;Douzains;106;244,0;17846,0;;;;;;;;;;;;;;;;;;;;;;;
47085;Durance;115;246,0;18670,9;;;;;;;;;;;;;;;;;;;;;;;
47086;Duras;588;1214,5;16997,6;;;;;;;;;;;;;;;;;;;;;;;
47087;Engayrac;58;133,0;19276,8;;;;;;;;;;;;;;;;;;;;;;;
47088;Escassefort;268;582,5;18832,7;;;;;;;;;;;;;;;;;;;;;;;
47089;Esclottes;67;144,0;17960,0;;;;;;;;;;;;;;;;;;;;;;;
47090;Espiens;142;383,5;18992,7;;;;;;;;;;;;;;;;;;;;;;;
47091;Estillac;815;1983,5;20890,0;;;;;;;;;;;;;;;;;;;;;;;
47092;Fals;134;364,5;21759,6;;;;;;;;;;;;;;;;;;;;;;;
47093;Fargues-sur-Ourbise;151;341,5;19464,0;;;;;;;;;;;;;;;;;;;;;;;
47094;Fauguerolles;282;730,0;16934,4;;;;;;;;;;;;;;;;;;;;;;;
47095;Fauillet;369;868,5;18712,2;;;;;;;;;;;;;;;;;;;;;;;
47096;Ferrensac;83;210,0;18216,7;;;;;;;;;;;;;;;;;;;;;;;
47097;Feugarolles;375;893,5;17502,5;;;;;;;;;;;;;;;;;;;;;;;
47098;Fieux;133;338,0;20701,3;;;;;;;;;;;;;;;;;;;;;;;
47099;Fongrave;251;651,5;17880,0;;;;;;;;;;;;;;;;;;;;;;;
47100;Foulayronnes;2244;5397,5;22897,5;67,3;8,4;;;;;;;;20,5;72,6;65,0;7,6;30,3;12,6;3,8;1,9;0,9;1,0;-19,3;3,2;12760,5;40504,6
47101;Fourques-sur-Garonne;539;1272,5;20878,0;;;;;;;;;;;;;;;;;;;;;;;
47102;Francescas;284;635,0;19453,3;;;;;;;;;;;;;;;;;;;;;;;
47103;Fréchou;88;210,0;19361,5;;;;;;;;;;;;;;;;;;;;;;;
47104;Frégimont;106;263,0;18392,7;;;;;;;;;;;;;;;;;;;;;;;
47105;Frespech;111;275,5;18910,8;;;;;;;;;;;;;;;;;;;;;;;
47106;Fumel;2263;4827,5;16506,0;37,7;23,4;;34,8;33,1;22,1;;;12,2;45,6;48,8;44,8;4,0;42,7;12,6;7,9;2,4;3,0;2,5;-12,0;3,1;9015,8;27658,4
47107;Galapian;131;312,0;18482,4;;;;;;;;;;;;;;;;;;;;;;;
47108;Gaujac;110;269,0;18883,2;;;;;;;;;;;;;;;;;;;;;;;
47109;Gavaudun;114;260,0;16700,4;;;;;;;;;;;;;;;;;;;;;;;
47110;Gontaud-de-Nogaret;710;1636,0;18624,8;;;;;;;;;;;;;;;;;;;;;;;
47111;Granges-sur-Lot;246;597,0;16531,7;;;;;;;;;;;;;;;;;;;;;;;
47112;Grateloup-Saint-Gayrand;174;431,0;18571,3;;;;;;;;;;;;;;;;;;;;;;;
47113;Grayssas;59;125,0;19432,6;;;;;;;;;;;;;;;;;;;;;;;
47114;Grézet-Cavagnan;149;376,5;18197,1;;;;;;;;;;;;;;;;;;;;;;;
47115;Guérin;110;256,5;20502,0;;;;;;;;;;;;;;;;;;;;;;;
47117;Hautefage-la-Tour;350;893,5;20158,3;;;;;;;;;;;;;;;;;;;;;;;
47118;Hautesvignes;65;174,0;18885,6;;;;;;;;;;;;;;;;;;;;;;;
47119;Houeillès;275;567,0;17834,7;;;;;;;;;;;;;;;;;;;;;;;
47120;Jusix;44;117,0;17638,6;;;;;;;;;;;;;;;;;;;;;;;
47121;Labastide-Castel-Amouroux;140;314,0;19764,0;;;;;;;;;;;;;;;;;;;;;;;
47122;Labretonie;66;167,0;21256,2;;;;;;;;;;;;;;;;;;;;;;;
47123;Lacapelle-Biron;196;429,0;17450,7;;;;;;;;;;;;;;;;;;;;;;;
47124;Lacaussade;83;218,5;17140,5;;;;;;;;;;;;;;;;;;;;;;;
47125;Lacépède;127;298,5;20334,7;;;;;;;;;;;;;;;;;;;;;;;
47126;Lachapelle;;;;;;;;;;;;;;;;;;;;;;;;;;
47127;Lafitte-sur-Lot;309;783,5;17079,5;;;;;;;;;;;;;;;;;;;;;;;
47128;Lafox;467;1156,5;19094,0;;;;;;;;;;;;;;;;;;;;;;;
47129;Lagarrigue;106;297,0;19698,5;;;;;;;;;;;;;;;;;;;;;;;
47130;Lagruère;136;333,0;18737,1;;;;;;;;;;;;;;;;;;;;;;;
47131;Lagupie;267;703,0;20195,0;;;;;;;;;;;;;;;;;;;;;;;
47132;Lalandusse;91;210,5;19104,3;;;;;;;;;;;;;;;;;;;;;;;
47133;Lamontjoie;207;495,0;18871,7;;;;;;;;;;;;;;;;;;;;;;;
47134;Lannes;179;395,5;18182,0;;;;;;;;;;;;;;;;;;;;;;;
47135;Laparade;174;391,5;18141,0;;;;;;;;;;;;;;;;;;;;;;;
47136;Laperche;57;128,0;18300,0;;;;;;;;;;;;;;;;;;;;;;;
47137;Laplume;578;1436,0;20890,0;;;;;;;;;;;;;;;;;;;;;;;
47138;Laroque-Timbaut;678;1573,5;20817,3;;;;;;;;;;;;;;;;;;;;;;;
47139;Lasserre;;;;;;;;;;;;;;;;;;;;;;;;;;
47140;Laugnac;266;634,5;20087,6;;;;;;;;;;;;;;;;;;;;;;;
47141;Laussou;121;279,0;18299,0;;;;;;;;;;;;;;;;;;;;;;;
47142;Lauzun;334;678,5;16570,7;;;;;;;;;;;;;;;;;;;;;;;
47143;Lavardac;1036;2282,0;17703,9;44,2;18,3;;;;;;;14,0;;54,3;48,9;5,4;40,9;11,4;5,8;2,2;2,0;1,6;-12,4;2,7;10751,0;29288,1
47144;Lavergne;249;592,5;17633,3;;;;;;;;;;;;;;;;;;;;;;;
47145;Layrac;1546;3536,0;20473,8;58,4;10,0;;;;;;;;;73,2;65,9;7,3;26,7;12,4;3,9;1,8;1,0;1,1;-16,2;2,9;12130,7;35031,3
47146;Lédat;509;1371,5;20308,7;;;;;;;;;;;;;;;;;;;;;;;
47147;Lévignac-de-Guyenne;272;567,5;18536,5;;;;;;;;;;;;;;;;;;;;;;;
47148;Leyritz-Moncassin;85;205,0;17290,0;;;;;;;;;;;;;;;;;;;;;;;
47150;Longueville;145;346,0;17739,4;;;;;;;;;;;;;;;;;;;;;;;
47151;Loubès-Bernac;157;312,0;17157,8;;;;;;;;;;;;;;;;;;;;;;;
47152;Lougratte;183;413,0;17323,0;;;;;;;;;;;;;;;;;;;;;;;
47154;Lusignan-Petit;140;362,5;20443,8;;;;;;;;;;;;;;;;;;;;;;;
47155;Madaillan;261;663,0;22414,5;;;;;;;;;;;;;;;;;;;;;;;
47156;Marcellus;333;836,0;18735,5;;;;;;;;;;;;;;;;;;;;;;;
47157;Marmande;8412;17085,0;17499,3;46,8;21,4;26,9;31,3;29,7;19,0;14,3;10,7;9,6;33,9;59,6;52,7;6,9;36,3;11,4;7,7;2,3;2,8;2,6;-15,0;3,4;9328,0;32059,3
47158;Marmont-Pachas;51;141,5;19107,1;;;;;;;;;;;;;;;;;;;;;;;
47159;Le Mas-d'Agenais;591;1380,5;18141,1;;;;;;;;;;;;;;;;;;;;;;;
47160;Masquières;76;169,0;17019,4;;;;;;;;;;;;;;;;;;;;;;;
47161;Massels;47;100,5;20211,7;;;;;;;;;;;;;;;;;;;;;;;
47162;Massoulès;80;201,0;20195,6;;;;;;;;;;;;;;;;;;;;;;;
47163;Mauvezin-sur-Gupie;224;586,0;21154,4;;;;;;;;;;;;;;;;;;;;;;;
47164;Mazières-Naresse;54;127,5;17922,3;;;;;;;;;;;;;;;;;;;;;;;
47165;Meilhan-sur-Garonne;558;1219,0;17947,5;;;;;;;;;;;;;;;;;;;;;;;
47167;Mézin;685;1445,0;17771,1;;;;;;;;;;;;;;;;;;;;;;;
47168;Miramont-de-Guyenne;1553;3037,5;16424,7;36,0;21,7;;;35,5;;;;;35,6;46,8;41,4;5,4;44,7;11,2;8,9;2,0;4,0;2,8;-11,6;3,0;9022,7;27346,0
47169;Moirax;460;1161,0;22870,0;;;;;;;;;;;;;;;;;;;;;;;
47170;Monbahus;262;562,0;16359,4;;;;;;;;;;;;;;;;;;;;;;;
47171;Monbalen;165;409,0;19405,0;;;;;;;;;;;;;;;;;;;;;;;
47172;Moncaut;229;617,0;22190,7;;;;;;;;;;;;;;;;;;;;;;;
47173;Monclar;378;757,5;17508,0;;;;;;;;;;;;;;;;;;;;;;;
47174;Moncrabeau;326;729,0;18644,5;;;;;;;;;;;;;;;;;;;;;;;
47175;Monflanquin;1053;2281,0;19158,7;51,0;14,4;;;;;;;;;56,9;47,5;9,4;39,0;14,4;4,1;1,7;1,3;1,1;-14,4;3,2;10587,1;33382,0
47176;Mongaillard;73;176,5;19426,0;;;;;;;;;;;;;;;;;;;;;;;
47177;Monheurt;81;164,0;16639,5;;;;;;;;;;;;;;;;;;;;;;;
47178;Monségur;158;395,5;19768,7;;;;;;;;;;;;;;;;;;;;;;;
47179;Monsempron-Libos;983;2001,0;17456,9;39,2;17,6;;;;;;;;31,2;48,4;44,7;3,7;45,3;11,2;7,1;2,2;2,6;2,3;-12,0;2,8;9820,5;27318,0
47180;Montagnac-sur-Auvignon;237;594,0;20505,3;;;;;;;;;;;;;;;;;;;;;;;
47181;Montagnac-sur-Lède;121;262,0;17316,0;;;;;;;;;;;;;;;;;;;;;;;
47182;Montastruc;107;258,0;17385,7;;;;;;;;;;;;;;;;;;;;;;;
47183;Montauriol;88;180,0;18151,8;;;;;;;;;;;;;;;;;;;;;;;
47184;Montaut;105;248,0;17637,3;;;;;;;;;;;;;;;;;;;;;;;
47185;Montayral;1275;2819,5;18343,3;47,2;13,9;;;;;;;9,7;;49,9;45,4;4,5;46,5;11,9;4,9;2,0;1,4;1,4;-13,2;2,7;11193,0;30425,0
47186;Montesquieu;306;749,0;19010,7;;;;;;;;;;;;;;;;;;;;;;;
47187;Monteton;115;273,5;17895,3;;;;;;;;;;;;;;;;;;;;;;;
47188;Montignac-de-Lauzun;124;258,0;15719,2;;;;;;;;;;;;;;;;;;;;;;;
47189;Montignac-Toupinerie;61;137,5;18298,0;;;;;;;;;;;;;;;;;;;;;;;
47190;Montpezat;248;556,5;19151,9;;;;;;;;;;;;;;;;;;;;;;;
47191;Montpouillan;285;703,5;20317,8;;;;;;;;;;;;;;;;;;;;;;;
47192;Monviel;;;;;;;;;;;;;;;;;;;;;;;;;;
47193;Moulinet;76;201,5;20673,1;;;;;;;;;;;;;;;;;;;;;;;
47194;Moustier;124;296,5;17450,9;;;;;;;;;;;;;;;;;;;;;;;
47195;Nérac;3242;6899,0;18723,9;48,3;16,0;;;21,1;14,6;;;9,8;26,7;58,7;51,4;7,3;36,6;13,8;5,4;1,9;1,7;1,8;-14,5;3,2;10392,9;33216,0
47196;Nicole;94;237,0;18206,7;;;;;;;;;;;;;;;;;;;;;;;
47197;Nomdieu;90;232,0;19319,9;;;;;;;;;;;;;;;;;;;;;;;
47198;Pailloles;126;325,0;18487,3;;;;;;;;;;;;;;;;;;;;;;;
47199;Pardaillan;122;285,0;18460,0;;;;;;;;;;;;;;;;;;;;;;;
47200;Parranquet;55;119,0;14654,7;;;;;;;;;;;;;;;;;;;;;;;
47201;Le Passage;4413;9592,0;19542,3;54,9;12,6;;15,7;15,8;;;;6,8;21,3;65,4;61,2;4,2;34,8;8,8;5,6;2,3;1,6;1,7;-14,6;2,9;11367,3;32517,5
47202;Paulhiac;114;273,5;18127,4;;;;;;;;;;;;;;;;;;;;;;;
47203;Penne-d'Agenais;1062;2304,5;18661,4;52,0;16,1;;;;;;;12,7;;59,7;52,8;6,9;35,5;16,5;4,7;1,7;1,7;1,3;-16,4;3,3;10080,6;32885,7
47204;Peyrière;116;271,0;18442,7;;;;;;;;;;;;;;;;;;;;;;;
47205;Pindères;99;218,0;18991,9;;;;;;;;;;;;;;;;;;;;;;;
47206;Pinel-Hauterive;209;514,5;18966,7;;;;;;;;;;;;;;;;;;;;;;;
47207;Pompiey;91;216,5;18962,0;;;;;;;;;;;;;;;;;;;;;;;
47208;Pompogne;75;179,0;19472,7;;;;;;;;;;;;;;;;;;;;;;;
47209;Pont-du-Casse;1752;4068,5;20808,0;61,4;7,9;;;;;;;;;66,9;62,3;4,6;35,2;10,5;3,6;1,7;0,9;0,9;-16,2;2,7;12733,8;34658,0
47210;Port-Sainte-Marie;687;1715,5;16405,7;;;;;;;;;;;;;;;;;;;;;;;
47211;Poudenas;107;216,5;19375,3;;;;;;;;;;;;;;;;;;;;;;;
47212;Poussignac;113;277,0;19537,5;;;;;;;;;;;;;;;;;;;;;;;
47213;Prayssas;415;905,0;19874,8;;;;;;;;;;;;;;;;;;;;;;;
47214;Puch-d'Agenais;300;689,5;20155,3;;;;;;;;;;;;;;;;;;;;;;;
47215;Pujols;1549;3776,5;20398,0;58,4;10,8;;;;;;;8,3;;57,9;49,9;8,0;38,4;17,8;4,2;2,1;1,1;0,9;-18,3;3,1;11760,4;36032,0
47216;Puymiclan;248;612,5;20052,8;;;;;;;;;;;;;;;;;;;;;;;
47217;Puymirol;390;893,5;19968,5;;;;;;;;;;;;;;;;;;;;;;;
47218;Puysserampion;105;249,0;20195,6;;;;;;;;;;;;;;;;;;;;;;;
47219;Rayet;62;154,0;18689,6;;;;;;;;;;;;;;;;;;;;;;;
47220;Razimet;110;275,0;20232,0;;;;;;;;;;;;;;;;;;;;;;;
47221;Réaup-Lisse;263;604,5;19700,0;;;;;;;;;;;;;;;;;;;;;;;
47222;La Réunion;189;460,0;21310,7;;;;;;;;;;;;;;;;;;;;;;;
47223;Rives;96;219,0;17756,0;;;;;;;;;;;;;;;;;;;;;;;
47224;Romestaing;77;167,0;17318,0;;;;;;;;;;;;;;;;;;;;;;;
47225;Roquefort;713;1822,5;21994,7;;;;;;;;;;;;;;;;;;;;;;;
47226;Roumagne;256;576,5;18602,7;;;;;;;;;;;;;;;;;;;;;;;
47227;Ruffiac;70;161,0;17709,0;;;;;;;;;;;;;;;;;;;;;;;
47228;Saint-Antoine-de-Ficalba;288;689,5;19801,3;;;;;;;;;;;;;;;;;;;;;;;
47229;Saint-Astier;83;212,0;16233,6;;;;;;;;;;;;;;;;;;;;;;;
47230;Saint-Aubin;170;421,0;16199,5;;;;;;;;;;;;;;;;;;;;;;;
47231;Saint-Avit;71;165,0;19038,7;;;;;;;;;;;;;;;;;;;;;;;
47232;Saint-Barthélemy-d'Agenais;231;478,5;18465,0;;;;;;;;;;;;;;;;;;;;;;;
47233;Sainte-Bazeille;1367;3120,5;18615,2;48,6;13,2;;;;;;;;22,2;62,1;54,7;7,4;34,4;12,6;5,4;2,3;1,7;1,4;-14,5;2,8;11513,3;32514,8
47234;Saint-Caprais-de-Lerm;234;623,0;22215,3;;;;;;;;;;;;;;;;;;;;;;;
47235;Saint-Colomb-de-Lauzun;211;445,0;16333,8;;;;;;;;;;;;;;;;;;;;;;;
47236;Sainte-Colombe-de-Duras;41;103,0;16787,0;;;;;;;;;;;;;;;;;;;;;;;
47237;Sainte-Colombe-de-Villeneuve;180;472,5;21596,2;;;;;;;;;;;;;;;;;;;;;;;
47238;Sainte-Colombe-en-Bruilhois;615;1640,0;22095,6;;;;;;;;;;;;;;;;;;;;;;;
47239;Saint-Étienne-de-Fougères;332;844,5;17868,6;;;;;;;;;;;;;;;;;;;;;;;
47240;Saint-Étienne-de-Villeréal;115;295,0;18231,0;;;;;;;;;;;;;;;;;;;;;;;
47241;Saint-Eutrope-de-Born;271;640,0;17804,8;;;;;;;;;;;;;;;;;;;;;;;
47242;Saint-Front-sur-Lémance;252;573,0;16099,2;;;;;;;;;;;;;;;;;;;;;;;
47244;Sainte-Gemme-Martaillac;126;330,0;20320,0;;;;;;;;;;;;;;;;;;;;;;;
47245;Saint-Géraud;;;;;;;;;;;;;;;;;;;;;;;;;;
47246;Saint-Hilaire-de-Lusignan;562;1458,0;20806,9;;;;;;;;;;;;;;;;;;;;;;;
47247;Saint-Jean-de-Duras;95;244,0;15632,9;;;;;;;;;;;;;;;;;;;;;;;
47248;Saint-Jean-de-Thurac;204;529,0;21257,0;;;;;;;;;;;;;;;;;;;;;;;
47249;Saint-Laurent;177;418,0;18018,6;;;;;;;;;;;;;;;;;;;;;;;
47250;Saint-Léger;53;132,0;19444,8;;;;;;;;;;;;;;;;;;;;;;;
47251;Saint-Léon;121;299,5;21226,1;;;;;;;;;;;;;;;;;;;;;;;
47252;Sainte-Livrade-sur-Lot;2778;6242,5;16202,0;39,6;24,9;;31,2;25,9;27,1;19,0;;14,9;40,7;54,5;47,0;7,5;38,5;11,6;8,3;2,9;3,0;2,4;-12,9;3,2;8734,4;28230,0
47253;Sainte-Marthe;210;541,5;21029,0;;;;;;;;;;;;;;;;;;;;;;;
47254;Saint-Martin-Curton;138;320,0;19481,5;;;;;;;;;;;;;;;;;;;;;;;
47255;Saint-Martin-de-Beauville;72;169,0;18390,0;;;;;;;;;;;;;;;;;;;;;;;
47256;Saint-Martin-de-Villeréal;46;110,0;15832,5;;;;;;;;;;;;;;;;;;;;;;;
47257;Saint-Martin-Petit;200;497,5;19844,7;;;;;;;;;;;;;;;;;;;;;;;
47258;Sainte-Maure-de-Peyriac;146;316,0;18656,5;;;;;;;;;;;;;;;;;;;;;;;
47259;Saint-Maurice-de-Lestapel;38;102,0;19111,4;;;;;;;;;;;;;;;;;;;;;;;
47260;Saint-Maurin;197;443,0;18163,8;;;;;;;;;;;;;;;;;;;;;;;
47262;Saint-Nicolas-de-la-Balerme;151;379,5;19425,0;;;;;;;;;;;;;;;;;;;;;;;
47263;Saint-Pardoux-du-Breuil;248;628,0;18180,0;;;;;;;;;;;;;;;;;;;;;;;
47264;Saint-Pardoux-Isaac;578;1177,5;18734,3;;;;;;;;;;;;;;;;;;;;;;;
47265;Saint-Pastour;160;383,5;17205,2;;;;;;;;;;;;;;;;;;;;;;;
47266;Saint-Pé-Saint-Simon;85;186,0;16601,9;;;;;;;;;;;;;;;;;;;;;;;
47267;Saint-Pierre-de-Buzet;117;261,0;20689,3;;;;;;;;;;;;;;;;;;;;;;;
47269;Saint-Pierre-de-Clairac;328;842,0;21025,3;;;;;;;;;;;;;;;;;;;;;;;
47271;Saint-Pierre-sur-Dropt;120;290,5;18494,0;;;;;;;;;;;;;;;;;;;;;;;
47272;Saint-Quentin-du-Dropt;84;193,0;16910,7;;;;;;;;;;;;;;;;;;;;;;;
47273;Saint-Robert;73;181,0;21808,0;;;;;;;;;;;;;;;;;;;;;;;
47274;Saint-Romain-le-Noble;173;432,5;20318,0;;;;;;;;;;;;;;;;;;;;;;;
47275;Saint-Salvy;62;161,0;20607,0;;;;;;;;;;;;;;;;;;;;;;;
47276;Saint-Sardos;125;316,0;17167,3;;;;;;;;;;;;;;;;;;;;;;;
47277;Saint-Sauveur-de-Meilhan;122;305,5;17495,4;;;;;;;;;;;;;;;;;;;;;;;
47278;Saint-Sernin;176;372,5;16434,0;;;;;;;;;;;;;;;;;;;;;;;
47279;Saint-Sixte;147;375,5;20036,2;;;;;;;;;;;;;;;;;;;;;;;
47280;Saint-Sylvestre-sur-Lot;1007;2213,5;19527,0;50,5;13,3;;;;;;;;;53,7;48,5;5,2;43,0;12,8;4,8;2,1;1,5;1,2;-14,3;2,9;11303,6;32639,3
47281;Saint-Urcisse;87;218,5;21985,5;;;;;;;;;;;;;;;;;;;;;;;
47282;Saint-Vincent-de-Lamontjoie;90;245,0;19696,4;;;;;;;;;;;;;;;;;;;;;;;
47283;Saint-Vite;504;1204,5;16616,1;;;;;;;;;;;;;;;;;;;;;;;
47284;Salles;116;279,5;19184,4;;;;;;;;;;;;;;;;;;;;;;;
47285;Samazan;320;800,5;18195,2;;;;;;;;;;;;;;;;;;;;;;;
47286;Sauméjan;;;;;;;;;;;;;;;;;;;;;;;;;;
47287;Saumont;102;238,0;20908,1;;;;;;;;;;;;;;;;;;;;;;;
47288;Sauvagnas;205;523,0;20764,0;;;;;;;;;;;;;;;;;;;;;;;
47289;La Sauvetat-de-Savères;202;515,0;19278,9;;;;;;;;;;;;;;;;;;;;;;;
47290;La Sauvetat-du-Dropt;241;503,5;17806,0;;;;;;;;;;;;;;;;;;;;;;;
47291;La Sauvetat-sur-Lède;230;631,0;17681,6;;;;;;;;;;;;;;;;;;;;;;;
47292;Sauveterre-la-Lémance;257;493,0;17522,7;;;;;;;;;;;;;;;;;;;;;;;
47293;Sauveterre-Saint-Denis;172;420,0;17726,8;;;;;;;;;;;;;;;;;;;;;;;
47294;Savignac-de-Duras;93;195,0;17460,0;;;;;;;;;;;;;;;;;;;;;;;
47295;Savignac-sur-Leyze;124;298,5;18342,2;;;;;;;;;;;;;;;;;;;;;;;
47296;Ségalas;70;146,0;18808,8;;;;;;;;;;;;;;;;;;;;;;;
47297;Sembas;61;132,0;21382,3;;;;;;;;;;;;;;;;;;;;;;;
47298;Sénestis;81;210,5;16564,7;;;;;;;;;;;;;;;;;;;;;;;
47299;Sérignac-Péboudou;65;136,0;14524,7;;;;;;;;;;;;;;;;;;;;;;;
47300;Sérignac-sur-Garonne;484;1179,0;18979,0;;;;;;;;;;;;;;;;;;;;;;;
47301;Seyches;448;1015,5;18400,5;;;;;;;;;;;;;;;;;;;;;;;
47302;Sos;294;570,0;16527,0;;;;;;;;;;;;;;;;;;;;;;;
47303;Soumensac;88;209,0;17658,0;;;;;;;;;;;;;;;;;;;;;;;
47304;Taillebourg;;;;;;;;;;;;;;;;;;;;;;;;;;
47305;Tayrac;150;383,0;20585,3;;;;;;;;;;;;;;;;;;;;;;;
47306;Le Temple-sur-Lot;422;999,5;18811,7;;;;;;;;;;;;;;;;;;;;;;;
47307;Thézac;80;163,0;16794,5;;;;;;;;;;;;;;;;;;;;;;;
47308;Thouars-sur-Garonne;86;195,0;19260,5;;;;;;;;;;;;;;;;;;;;;;;
47309;Tombeboeuf;210;464,5;17043,0;;;;;;;;;;;;;;;;;;;;;;;
